tinh,huyen,xa,diaban,hoso,m5b2c1,m5b2c1a,m5b2c2,m5b2c3
405,9,21.0,1,14,303.0,,450.0,0.0
405,9,21.0,1,14,302.0,,580.0,0.0
405,9,21.0,1,14,310.0,,40.0,0.0
405,9,21.0,1,14,315.0,,27.0,0.0
405,9,21.0,1,14,318.0,,50.0,0.0
405,9,21.0,1,14,305.0,,50.0,0.0
405,9,21.0,1,14,313.0,,0.0,40.0
405,9,21.0,1,15,305.0,,100.0,0.0
405,9,21.0,1,15,310.0,,62.0,0.0
405,9,21.0,1,15,309.0,,56.0,0.0
405,9,21.0,1,15,306.0,,20.0,0.0
405,9,21.0,1,15,318.0,,300.0,0.0
405,9,21.0,1,15,321.0,,240.0,0.0
405,9,21.0,1,15,302.0,,400.0,0.0
405,9,21.0,1,15,308.0,,100.0,0.0
405,9,21.0,1,15,325.0,,400.0,0.0
405,9,21.0,1,15,303.0,,400.0,0.0
405,9,21.0,1,15,304.0,,50.0,0.0
405,9,21.0,1,15,319.0,,160.0,0.0
405,9,21.0,1,15,312.0,,110.0,0.0
405,9,59.0,7,13,302.0,,1000.0,0.0
405,9,59.0,7,13,313.0,,48.0,0.0
405,9,59.0,7,13,304.0,,48.0,0.0
405,9,59.0,7,13,308.0,,450.0,0.0
405,9,59.0,7,13,310.0,,200.0,0.0
405,9,59.0,7,13,319.0,,50.0,0.0
405,9,59.0,7,13,315.0,,65.0,0.0
405,9,59.0,7,13,325.0,,840.0,0.0
405,9,59.0,7,13,306.0,,80.0,0.0
405,9,59.0,7,13,305.0,,2000.0,0.0
405,9,59.0,7,14,304.0,,20.0,0.0
405,9,59.0,7,14,308.0,,20.0,0.0
405,9,59.0,7,14,302.0,,0.0,230.0
405,9,59.0,7,15,303.0,,0.0,40.0
405,9,59.0,7,15,302.0,,200.0,0.0
405,9,59.0,7,15,305.0,,120.0,0.0
405,9,59.0,7,15,318.0,,120.0,0.0
405,9,59.0,7,15,315.0,,19.0,0.0
405,9,59.0,7,15,309.0,,55.0,0.0
405,9,59.0,7,15,308.0,,50.0,0.0
405,9,59.0,7,15,310.0,,26.0,0.0
405,9,59.0,7,15,304.0,,40.0,0.0
405,11,13.0,5,13,310.0,,25.0,0.0
405,11,13.0,5,13,311.0,,40.0,0.0
405,11,13.0,5,13,302.0,,900.0,0.0
405,11,13.0,5,13,319.0,,300.0,0.0
405,11,13.0,5,13,318.0,,150.0,0.0
405,11,13.0,5,13,308.0,,580.0,0.0
405,11,13.0,5,13,325.0,,900.0,0.0
405,11,13.0,5,13,309.0,,290.0,0.0
405,11,13.0,5,13,303.0,,100.0,0.0
405,11,13.0,5,13,317.0,,35.0,0.0
405,11,13.0,5,13,305.0,,100.0,0.0
405,11,13.0,5,13,304.0,,70.0,0.0
405,11,13.0,5,14,309.0,,70.0,0.0
405,11,13.0,5,14,302.0,,700.0,0.0
405,11,13.0,5,14,311.0,,12.0,0.0
405,11,13.0,5,14,304.0,,30.0,0.0
405,11,13.0,5,14,318.0,,150.0,0.0
405,11,13.0,5,14,308.0,,140.0,0.0
405,11,13.0,5,14,303.0,,80.0,0.0
405,11,13.0,5,15,303.0,,25.0,0.0
405,11,13.0,5,15,306.0,,5.0,0.0
405,11,13.0,5,15,310.0,,50.0,0.0
405,11,13.0,5,15,318.0,,100.0,0.0
405,11,13.0,5,15,313.0,,45.0,0.0
405,11,13.0,5,15,304.0,,20.0,0.0
405,11,13.0,5,15,315.0,,45.0,0.0
405,11,13.0,5,15,302.0,,300.0,0.0
405,11,13.0,5,15,308.0,,150.0,0.0
405,11,13.0,5,15,311.0,,120.0,0.0
405,11,13.0,5,15,305.0,,250.0,0.0
405,11,13.0,5,15,309.0,,50.0,0.0
405,11,37.0,12,13,309.0,,50.0,0.0
405,11,37.0,12,13,318.0,,30.0,0.0
405,11,37.0,12,13,310.0,,8.0,0.0
405,11,37.0,12,13,302.0,,70.0,0.0
405,11,37.0,12,13,308.0,,45.0,0.0
405,11,37.0,12,13,304.0,,12.0,0.0
405,11,37.0,12,14,311.0,,30.0,0.0
405,11,37.0,12,14,304.0,,30.0,0.0
405,11,37.0,12,14,319.0,,150.0,0.0
405,11,37.0,12,14,302.0,,300.0,0.0
405,11,37.0,12,14,325.0,,900.0,0.0
405,11,37.0,12,14,308.0,,50.0,0.0
405,11,37.0,12,14,303.0,,60.0,0.0
405,11,37.0,12,14,310.0,,30.0,0.0
405,11,37.0,12,14,309.0,,50.0,0.0
405,11,37.0,12,14,312.0,,50.0,0.0
405,11,37.0,12,15,303.0,,200.0,0.0
405,11,37.0,12,15,313.0,,50.0,0.0
405,11,37.0,12,15,319.0,,100.0,0.0
405,11,37.0,12,15,310.0,,50.0,0.0
405,11,37.0,12,15,315.0,,90.0,0.0
405,11,37.0,12,15,318.0,,200.0,0.0
405,11,37.0,12,15,304.0,,42.0,0.0
405,11,37.0,12,15,309.0,,100.0,0.0
405,11,37.0,12,15,302.0,,700.0,0.0
405,11,37.0,12,15,320.0,,100.0,0.0
405,11,37.0,12,15,306.0,,8.0,0.0
405,11,37.0,12,15,312.0,,100.0,0.0
405,11,37.0,12,15,308.0,,200.0,0.0
405,11,41.0,2,13,310.0,,18.0,0.0
405,11,41.0,2,13,313.0,,28.0,0.0
405,11,41.0,2,13,306.0,,8.0,0.0
405,11,41.0,2,13,305.0,,48.0,0.0
405,11,41.0,2,13,304.0,,10.0,0.0
405,11,41.0,2,13,312.0,,45.0,0.0
405,11,41.0,2,13,302.0,,200.0,0.0
405,11,41.0,2,13,308.0,,150.0,0.0
405,11,41.0,2,13,314.0,,12.0,0.0
405,11,41.0,2,13,315.0,,30.0,0.0
405,11,41.0,2,13,309.0,,30.0,0.0
405,11,41.0,2,13,311.0,,62.0,0.0
405,11,41.0,2,14,321.0,,800.0,0.0
405,11,41.0,2,14,318.0,,55.0,0.0
405,11,41.0,2,14,309.0,,40.0,0.0
405,11,41.0,2,14,308.0,,45.0,0.0
405,11,41.0,2,14,302.0,,700.0,0.0
405,11,41.0,2,14,325.0,,1440.0,0.0
405,11,41.0,2,14,304.0,,40.0,0.0
405,11,41.0,2,15,305.0,,40.0,0.0
405,11,41.0,2,15,309.0,,50.0,0.0
405,11,41.0,2,15,318.0,,70.0,0.0
405,11,41.0,2,15,311.0,,80.0,0.0
405,11,41.0,2,15,320.0,,100.0,0.0
405,11,41.0,2,15,312.0,,25.0,0.0
405,11,41.0,2,15,315.0,,45.0,0.0
405,11,41.0,2,15,308.0,,15.0,0.0
405,11,41.0,2,15,310.0,,28.0,0.0
405,11,41.0,2,15,302.0,,450.0,50.0
405,11,41.0,2,15,306.0,,10.0,0.0
405,11,41.0,2,15,303.0,,50.0,0.0
405,11,41.0,2,15,304.0,,15.0,0.0
405,11,43.0,8,14,303.0,,70.0,0.0
405,11,43.0,8,14,319.0,,300.0,0.0
405,11,43.0,8,14,308.0,,300.0,0.0
405,11,43.0,8,14,306.0,,60.0,0.0
405,11,43.0,8,14,304.0,,48.0,0.0
405,11,43.0,8,14,317.0,,30.0,0.0
405,11,43.0,8,14,302.0,,800.0,0.0
405,11,43.0,8,14,318.0,,100.0,0.0
405,11,43.0,8,14,309.0,,150.0,0.0
405,11,43.0,8,14,325.0,,1200.0,0.0
405,11,43.0,8,14,310.0,,12.0,0.0
405,11,43.0,8,14,311.0,,50.0,0.0
405,11,43.0,8,15,302.0,,500.0,0.0
405,11,43.0,8,15,318.0,,100.0,0.0
405,11,43.0,8,15,308.0,,50.0,0.0
405,11,43.0,8,15,303.0,,55.0,0.0
405,11,43.0,8,15,305.0,,300.0,0.0
405,11,43.0,8,15,310.0,,100.0,0.0
405,11,43.0,8,15,309.0,,100.0,0.0
405,11,43.0,8,15,311.0,,50.0,0.0
405,11,43.0,8,15,319.0,,50.0,0.0
405,11,43.0,8,15,304.0,,16.0,0.0
405,11,43.0,8,19,303.0,,440.0,0.0
405,11,43.0,8,19,311.0,,120.0,0.0
405,11,43.0,8,19,302.0,,800.0,0.0
405,11,43.0,8,19,325.0,,1000.0,0.0
405,11,43.0,8,19,309.0,,300.0,0.0
405,11,43.0,8,19,304.0,,20.0,0.0
405,11,43.0,8,19,312.0,,260.0,0.0
405,11,43.0,8,19,308.0,,400.0,0.0
405,11,43.0,8,19,318.0,,150.0,0.0
405,11,49.0,3,13,308.0,,120.0,0.0
405,11,49.0,3,13,309.0,,40.0,0.0
405,11,49.0,3,13,304.0,,35.0,0.0
405,11,49.0,3,13,302.0,,400.0,0.0
405,11,49.0,3,14,305.0,,50.0,0.0
405,11,49.0,3,14,309.0,,15.0,0.0
405,11,49.0,3,14,308.0,,400.0,0.0
405,11,49.0,3,14,320.0,,180.0,0.0
405,11,49.0,3,14,321.0,,800.0,0.0
405,11,49.0,3,14,312.0,,60.0,0.0
405,11,49.0,3,14,311.0,,25.0,0.0
405,11,49.0,3,14,325.0,,287.0,0.0
405,11,49.0,3,14,319.0,,190.0,0.0
405,11,49.0,3,14,304.0,,50.0,0.0
405,11,49.0,3,14,306.0,,10.0,0.0
405,11,49.0,3,14,302.0,,600.0,0.0
405,11,49.0,3,14,318.0,,60.0,0.0
405,11,49.0,3,15,312.0,,350.0,0.0
405,11,49.0,3,15,313.0,,50.0,0.0
405,11,49.0,3,15,308.0,,200.0,0.0
405,11,49.0,3,15,318.0,,30.0,0.0
405,11,49.0,3,15,309.0,,50.0,0.0
405,11,49.0,3,15,302.0,,700.0,0.0
405,11,49.0,3,15,324.0,,50.0,0.0
405,11,49.0,3,15,303.0,,70.0,0.0
405,11,49.0,3,15,305.0,,100.0,0.0
405,11,49.0,3,15,304.0,,150.0,0.0
405,11,49.0,3,15,310.0,,100.0,0.0
405,11,49.0,3,15,306.0,,50.0,0.0
405,11,49.0,3,15,316.0,,60.0,0.0
405,11,49.0,3,15,315.0,,40.0,0.0
405,11,49.0,3,15,311.0,,300.0,0.0
405,11,61.0,3,13,304.0,,45.0,0.0
405,11,61.0,3,13,319.0,,120.0,0.0
405,11,61.0,3,13,318.0,,55.0,0.0
405,11,61.0,3,13,310.0,,75.0,0.0
405,11,61.0,3,13,306.0,,85.0,0.0
405,11,61.0,3,13,312.0,,35.0,0.0
405,11,61.0,3,13,315.0,,45.0,0.0
405,11,61.0,3,13,309.0,,125.0,0.0
405,11,61.0,3,13,308.0,,252.0,0.0
405,11,61.0,3,13,302.0,,430.0,0.0
405,11,61.0,3,14,305.0,,65.0,0.0
405,11,61.0,3,14,304.0,,50.0,0.0
405,11,61.0,3,14,315.0,,48.0,0.0
405,11,61.0,3,14,318.0,,40.0,0.0
405,11,61.0,3,14,302.0,,130.0,0.0
405,11,61.0,3,14,311.0,,100.0,0.0
405,11,61.0,3,14,306.0,,5.0,0.0
405,11,61.0,3,14,312.0,,170.0,0.0
405,11,61.0,3,14,310.0,,25.0,0.0
405,11,61.0,3,14,309.0,,45.0,0.0
405,11,61.0,3,15,309.0,,35.0,0.0
405,11,61.0,3,15,304.0,,15.0,0.0
405,11,61.0,3,15,312.0,,55.0,0.0
405,11,61.0,3,15,308.0,,40.0,0.0
405,11,61.0,3,15,320.0,,35.0,0.0
405,11,61.0,3,15,311.0,,39.0,0.0
405,13,23.0,4,13,307.0,,40.0,0.0
405,13,23.0,4,13,318.0,,50.0,0.0
405,13,23.0,4,13,306.0,,25.0,0.0
405,13,23.0,4,13,305.0,,62.0,0.0
405,13,23.0,4,13,310.0,,62.0,0.0
405,13,23.0,4,13,325.0,,20.0,0.0
405,13,23.0,4,13,311.0,,20.0,0.0
405,13,23.0,4,13,302.0,,120.0,0.0
405,13,23.0,4,13,315.0,,45.0,0.0
405,13,23.0,4,13,313.0,,50.0,0.0
405,13,23.0,4,13,309.0,,20.0,0.0
405,13,23.0,4,13,308.0,,40.0,0.0
405,13,23.0,4,14,318.0,,22.0,0.0
405,13,23.0,4,14,308.0,,260.0,0.0
405,13,23.0,4,14,307.0,,75.0,0.0
405,13,23.0,4,14,304.0,,24.0,0.0
405,13,23.0,4,14,305.0,,200.0,0.0
405,13,23.0,4,14,303.0,,80.0,0.0
405,13,23.0,4,14,301.0,,150.0,0.0
405,13,23.0,4,14,302.0,,400.0,0.0
405,13,23.0,4,14,310.0,,52.0,0.0
405,13,23.0,4,14,315.0,,40.0,0.0
405,13,23.0,4,14,311.0,,500.0,0.0
405,13,23.0,4,14,399.0,,1200.0,0.0
405,13,23.0,4,14,325.0,,1200.0,0.0
405,13,23.0,4,15,308.0,,100.0,0.0
405,13,23.0,4,15,304.0,,50.0,0.0
405,13,23.0,4,15,318.0,,100.0,0.0
405,13,23.0,4,15,310.0,,100.0,0.0
405,13,23.0,4,15,311.0,,50.0,0.0
405,13,23.0,4,15,305.0,,200.0,0.0
405,13,23.0,4,15,306.0,,50.0,0.0
405,13,23.0,4,15,319.0,,200.0,0.0
405,13,23.0,4,15,309.0,,200.0,0.0
405,13,23.0,4,15,315.0,,100.0,0.0
405,13,23.0,4,15,320.0,,100.0,0.0
405,13,23.0,4,15,313.0,,60.0,0.0
405,13,23.0,4,15,312.0,,100.0,0.0
405,13,23.0,4,15,399.0,,2000.0,0.0
405,13,23.0,4,15,302.0,,500.0,0.0
405,13,23.0,4,15,321.0,,200.0,0.0
405,13,25.0,7,13,308.0,,300.0,0.0
405,13,25.0,7,13,301.0,,300.0,0.0
405,13,25.0,7,13,310.0,,150.0,0.0
405,13,25.0,7,13,304.0,,30.0,0.0
405,13,25.0,7,13,318.0,,100.0,0.0
405,13,25.0,7,13,309.0,,110.0,0.0
405,13,25.0,7,13,325.0,,1100.0,0.0
405,13,25.0,7,13,319.0,,300.0,0.0
405,13,25.0,7,13,322.0,,60.0,0.0
405,13,25.0,7,13,302.0,,750.0,0.0
405,13,25.0,7,13,314.0,,100.0,0.0
405,13,25.0,7,14,321.0,,200.0,0.0
405,13,25.0,7,14,306.0,,40.0,0.0
405,13,25.0,7,14,312.0,,20.0,0.0
405,13,25.0,7,14,320.0,,100.0,0.0
405,13,25.0,7,14,304.0,,30.0,0.0
405,13,25.0,7,14,302.0,,450.0,0.0
405,13,25.0,7,14,310.0,,20.0,0.0
405,13,25.0,7,14,311.0,,50.0,0.0
405,13,25.0,7,14,309.0,,100.0,0.0
405,13,25.0,7,14,318.0,,150.0,0.0
405,13,25.0,7,14,308.0,,100.0,0.0
405,13,25.0,7,15,305.0,,30.0,0.0
405,13,25.0,7,15,302.0,,100.0,0.0
405,13,25.0,7,15,311.0,,20.0,0.0
405,13,25.0,7,15,309.0,,20.0,0.0
405,13,25.0,7,15,306.0,,10.0,0.0
405,13,25.0,7,15,308.0,,30.0,0.0
405,13,25.0,7,15,315.0,,30.0,0.0
405,13,25.0,7,15,313.0,,40.0,0.0
405,13,25.0,7,15,310.0,,30.0,0.0
405,13,25.0,7,15,304.0,,20.0,0.0
405,13,71.0,9,13,308.0,,410.0,0.0
405,13,71.0,9,13,318.0,,200.0,0.0
405,13,71.0,9,13,319.0,,400.0,0.0
405,13,71.0,9,13,301.0,,640.0,0.0
405,13,71.0,9,13,320.0,,120.0,0.0
405,13,71.0,9,13,321.0,,180.0,0.0
405,13,71.0,9,13,306.0,,50.0,0.0
405,13,71.0,9,13,307.0,,160.0,0.0
405,13,71.0,9,13,325.0,,600.0,0.0
405,13,71.0,9,13,312.0,,80.0,0.0
405,13,71.0,9,13,304.0,,40.0,0.0
405,13,71.0,9,13,302.0,,240.0,0.0
405,13,71.0,9,13,305.0,,270.0,0.0
405,13,71.0,9,13,315.0,,35.0,0.0
405,13,71.0,9,13,309.0,,50.0,0.0
405,13,71.0,9,13,310.0,,100.0,0.0
405,13,71.0,9,14,311.0,,30.0,0.0
405,13,71.0,9,14,302.0,,100.0,100.0
405,13,71.0,9,14,315.0,,30.0,0.0
405,13,71.0,9,14,304.0,,30.0,0.0
405,13,71.0,9,14,325.0,,10.0,0.0
405,13,71.0,9,14,312.0,,50.0,0.0
405,13,71.0,9,14,310.0,,30.0,0.0
405,13,71.0,9,14,308.0,,50.0,0.0
405,13,71.0,9,14,319.0,,600.0,0.0
405,13,71.0,9,14,322.0,,20.0,0.0
405,13,71.0,9,14,309.0,,100.0,0.0
405,13,71.0,9,14,318.0,,300.0,0.0
405,13,71.0,9,14,306.0,,20.0,0.0
405,13,71.0,9,15,302.0,,150.0,0.0
405,13,71.0,9,15,315.0,,50.0,0.0
405,13,71.0,9,15,310.0,,50.0,0.0
405,13,71.0,9,15,319.0,,200.0,0.0
405,13,71.0,9,15,304.0,,5.0,0.0
405,13,71.0,9,15,320.0,,100.0,0.0
405,13,71.0,9,15,308.0,,100.0,0.0
405,13,71.0,9,15,309.0,,100.0,0.0
405,13,71.0,9,15,318.0,,100.0,0.0
405,13,73.0,3,13,318.0,,100.0,0.0
405,13,73.0,3,13,309.0,,200.0,0.0
405,13,73.0,3,13,302.0,,200.0,0.0
405,13,73.0,3,13,315.0,,42.0,0.0
405,13,73.0,3,13,304.0,,20.0,0.0
405,13,73.0,3,13,311.0,,30.0,0.0
405,13,73.0,3,13,325.0,,120.0,0.0
405,13,73.0,3,13,319.0,,200.0,0.0
405,13,73.0,3,13,310.0,,12.0,0.0
405,13,73.0,3,13,308.0,,100.0,0.0
405,13,73.0,3,13,301.0,,80.0,0.0
405,13,73.0,3,13,307.0,,50.0,0.0
405,13,73.0,3,13,303.0,,400.0,0.0
405,13,73.0,3,14,310.0,,20.0,0.0
405,13,73.0,3,14,302.0,,200.0,0.0
405,13,73.0,3,14,306.0,,10.0,0.0
405,13,73.0,3,14,313.0,,45.0,0.0
405,13,73.0,3,14,304.0,,20.0,0.0
405,13,73.0,3,14,308.0,,10.0,0.0
405,13,73.0,3,14,312.0,,150.0,0.0
405,13,73.0,3,14,321.0,,50.0,50.0
405,13,73.0,3,14,301.0,,50.0,0.0
405,13,73.0,3,23,309.0,,150.0,0.0
405,13,73.0,3,23,318.0,,150.0,0.0
405,13,73.0,3,23,305.0,,500.0,0.0
405,13,73.0,3,23,303.0,,80.0,0.0
405,13,73.0,3,23,312.0,,100.0,0.0
405,13,73.0,3,23,306.0,,5.0,0.0
405,13,73.0,3,23,310.0,,90.0,0.0
405,13,73.0,3,23,311.0,,100.0,0.0
405,13,73.0,3,23,308.0,,90.0,0.0
405,13,73.0,3,23,302.0,,200.0,0.0
405,13,85.0,7,13,309.0,,50.0,0.0
405,13,85.0,7,13,312.0,,120.0,0.0
405,13,85.0,7,13,318.0,,100.0,0.0
405,13,85.0,7,13,304.0,,25.0,0.0
405,13,85.0,7,13,308.0,,300.0,0.0
405,13,85.0,7,13,311.0,,31.0,30.0
405,13,85.0,7,13,302.0,,120.0,0.0
405,13,85.0,7,14,304.0,,40.0,0.0
405,13,85.0,7,14,307.0,,70.0,0.0
405,13,85.0,7,14,302.0,,250.0,0.0
405,13,85.0,7,14,301.0,,70.0,0.0
405,13,85.0,7,14,306.0,,30.0,0.0
405,13,85.0,7,14,308.0,,50.0,0.0
405,13,85.0,7,14,325.0,,2000.0,0.0
405,13,85.0,7,14,310.0,,90.0,0.0
405,13,85.0,7,14,309.0,,180.0,0.0
405,13,85.0,7,14,311.0,,60.0,0.0
405,13,85.0,7,14,399.0,,2000.0,0.0
405,13,85.0,7,14,318.0,,47.0,0.0
405,13,85.0,7,14,319.0,,120.0,0.0
405,13,85.0,7,15,312.0,,750.0,0.0
405,13,85.0,7,15,309.0,,60.0,0.0
405,13,85.0,7,15,314.0,,35.0,0.0
405,13,85.0,7,15,308.0,,50.0,0.0
405,13,85.0,7,15,302.0,,0.0,200.0
405,13,85.0,7,15,304.0,,55.0,0.0
405,13,85.0,7,15,306.0,,65.0,0.0
405,13,85.0,7,15,311.0,,160.0,0.0
405,13,85.0,7,15,305.0,,105.0,0.0
405,13,85.0,7,15,319.0,,65.0,0.0
405,15,1.0,9,13,304.0,,18.0,0.0
405,15,1.0,9,13,308.0,,20.0,0.0
405,15,1.0,9,13,309.0,,80.0,0.0
405,15,1.0,9,13,311.0,,100.0,0.0
405,15,1.0,9,13,310.0,,24.0,0.0
405,15,1.0,9,13,318.0,,70.0,0.0
405,15,1.0,9,14,309.0,,100.0,0.0
405,15,1.0,9,14,325.0,,2520.0,0.0
405,15,1.0,9,14,306.0,,50.0,0.0
405,15,1.0,9,14,316.0,,400.0,0.0
405,15,1.0,9,14,311.0,,200.0,0.0
405,15,1.0,9,14,317.0,,100.0,0.0
405,15,1.0,9,14,302.0,,1000.0,0.0
405,15,1.0,9,14,332.0,,500.0,0.0
405,15,1.0,9,14,308.0,,300.0,0.0
405,15,1.0,9,14,330.0,,100.0,0.0
405,15,1.0,9,14,320.0,,200.0,0.0
405,15,1.0,9,15,302.0,,50.0,150.0
405,15,1.0,9,15,310.0,,20.0,0.0
405,15,1.0,9,15,309.0,,20.0,0.0
405,15,13.0,3,13,308.0,,0.0,20.0
405,15,13.0,3,13,312.0,,50.0,0.0
405,15,13.0,3,13,318.0,,100.0,0.0
405,15,13.0,3,13,325.0,,90.0,0.0
405,15,13.0,3,13,321.0,,600.0,0.0
405,15,13.0,3,13,305.0,,0.0,200.0
405,15,13.0,3,13,317.0,,30.0,0.0
405,15,13.0,3,13,310.0,,10.0,0.0
405,15,13.0,3,13,304.0,,15.0,0.0
405,15,13.0,3,13,309.0,,100.0,0.0
405,15,13.0,3,13,399.0,,90.0,0.0
405,15,13.0,3,13,302.0,,300.0,100.0
405,15,13.0,3,14,308.0,,20.0,0.0
405,15,13.0,3,14,302.0,,470.0,0.0
405,15,13.0,3,14,303.0,,500.0,0.0
405,15,13.0,3,14,309.0,,30.0,0.0
405,15,13.0,3,15,310.0,,100.0,0.0
405,15,13.0,3,15,302.0,,500.0,300.0
405,15,13.0,3,15,311.0,,120.0,0.0
405,15,13.0,3,15,306.0,,10.0,0.0
405,15,13.0,3,15,317.0,,50.0,0.0
405,15,13.0,3,15,309.0,,200.0,0.0
405,15,13.0,3,15,333.0,,50.0,0.0
405,15,13.0,3,15,313.0,,40.0,0.0
405,15,13.0,3,15,312.0,,40.0,0.0
405,15,13.0,3,15,320.0,,500.0,0.0
405,15,13.0,3,15,308.0,,20.0,0.0
405,15,15.0,9,13,304.0,,150.0,0.0
405,15,15.0,9,13,308.0,,30.0,0.0
405,15,15.0,9,13,315.0,,35.0,0.0
405,15,15.0,9,13,309.0,,30.0,0.0
405,15,15.0,9,13,311.0,,100.0,0.0
405,15,15.0,9,13,302.0,,150.0,0.0
405,15,15.0,9,13,318.0,,24.0,0.0
405,15,15.0,9,14,312.0,,45.0,0.0
405,15,15.0,9,14,317.0,,20.0,0.0
405,15,15.0,9,14,304.0,,20.0,0.0
405,15,15.0,9,14,302.0,,260.0,0.0
405,15,15.0,9,14,320.0,,100.0,0.0
405,15,15.0,9,14,318.0,,110.0,0.0
405,15,15.0,9,14,319.0,,220.0,0.0
405,15,15.0,9,14,308.0,,40.0,0.0
405,15,15.0,9,14,309.0,,60.0,0.0
405,15,15.0,9,14,305.0,,90.0,0.0
405,15,15.0,9,14,310.0,,50.0,0.0
405,15,15.0,9,15,320.0,,100.0,0.0
405,15,15.0,9,15,318.0,,40.0,0.0
405,15,15.0,9,15,308.0,,80.0,0.0
405,15,15.0,9,15,306.0,,40.0,0.0
405,15,15.0,9,15,302.0,,200.0,0.0
405,15,15.0,9,15,309.0,,50.0,0.0
405,15,15.0,9,15,319.0,,120.0,0.0
405,15,15.0,9,15,304.0,,30.0,0.0
405,15,25.0,20,14,317.0,,20.0,0.0
405,15,25.0,20,14,313.0,,50.0,0.0
405,15,25.0,20,14,308.0,,200.0,0.0
405,15,25.0,20,14,302.0,,100.0,0.0
405,15,25.0,20,14,305.0,,320.0,0.0
405,15,25.0,20,14,304.0,,20.0,0.0
405,15,25.0,20,14,309.0,,100.0,0.0
405,15,25.0,20,14,318.0,,20.0,0.0
405,15,25.0,20,15,317.0,,30.0,0.0
405,15,25.0,20,15,308.0,,100.0,0.0
405,15,25.0,20,15,312.0,,32.0,0.0
405,15,25.0,20,15,305.0,,60.0,0.0
405,15,25.0,20,15,318.0,,50.0,0.0
405,15,25.0,20,15,304.0,,32.0,0.0
405,15,25.0,20,15,302.0,,250.0,0.0
405,15,25.0,20,15,309.0,,100.0,0.0
405,15,25.0,20,15,310.0,,25.0,0.0
405,15,25.0,20,22,305.0,,350.0,0.0
405,15,25.0,20,22,311.0,,100.0,0.0
405,15,25.0,20,22,303.0,,470.0,0.0
405,15,25.0,20,22,310.0,,100.0,0.0
405,15,25.0,20,22,312.0,,100.0,0.0
405,15,25.0,20,22,318.0,,100.0,0.0
405,15,25.0,20,22,306.0,,50.0,0.0
405,15,25.0,20,22,330.0,,350.0,0.0
405,15,25.0,20,22,302.0,,2000.0,0.0
405,15,25.0,20,22,304.0,,60.0,0.0
405,15,25.0,20,22,319.0,,220.0,0.0
405,15,25.0,20,22,309.0,,200.0,0.0
405,15,25.0,20,22,308.0,,500.0,0.0
405,15,25.0,20,22,313.0,,90.0,0.0
405,15,31.0,8,13,311.0,,150.0,0.0
405,15,31.0,8,13,308.0,,100.0,0.0
405,15,31.0,8,13,302.0,,1000.0,0.0
405,15,31.0,8,13,309.0,,120.0,0.0
405,15,31.0,8,13,310.0,,150.0,0.0
405,15,31.0,8,13,306.0,,50.0,0.0
405,15,31.0,8,13,312.0,,100.0,0.0
405,15,31.0,8,13,317.0,,57.0,0.0
405,15,31.0,8,13,305.0,,240.0,0.0
405,15,31.0,8,13,304.0,,50.0,0.0
405,15,31.0,8,13,315.0,,50.0,0.0
405,15,31.0,8,13,320.0,,200.0,0.0
405,15,31.0,8,14,306.0,,7.0,0.0
405,15,31.0,8,14,304.0,,10.0,0.0
405,15,31.0,8,14,302.0,,500.0,0.0
405,15,31.0,8,14,309.0,,70.0,0.0
405,15,31.0,8,14,313.0,,40.0,0.0
405,15,31.0,8,14,308.0,,110.0,0.0
405,15,31.0,8,14,305.0,,75.0,0.0
405,15,31.0,8,14,311.0,,25.0,0.0
405,15,31.0,8,15,310.0,,40.0,0.0
405,15,31.0,8,15,309.0,,10.0,0.0
405,15,31.0,8,15,308.0,,13.0,0.0
405,15,31.0,8,15,302.0,,100.0,100.0
405,15,31.0,8,15,304.0,,10.0,0.0
405,15,39.0,3,13,318.0,,50.0,0.0
405,15,39.0,3,13,315.0,,25.0,0.0
405,15,39.0,3,13,308.0,,100.0,0.0
405,15,39.0,3,13,305.0,,40.0,0.0
405,15,39.0,3,13,310.0,,50.0,0.0
405,15,39.0,3,13,311.0,,100.0,0.0
405,15,39.0,3,13,312.0,,50.0,0.0
405,15,39.0,3,13,302.0,,200.0,150.0
405,15,39.0,3,13,304.0,,30.0,0.0
405,15,39.0,3,13,309.0,,50.0,0.0
405,15,39.0,3,13,306.0,,30.0,0.0
405,15,39.0,3,14,306.0,,15.0,0.0
405,15,39.0,3,14,310.0,,30.0,0.0
405,15,39.0,3,14,309.0,,20.0,0.0
405,15,39.0,3,14,304.0,,10.0,0.0
405,15,39.0,3,14,308.0,,25.0,0.0
405,15,39.0,3,14,318.0,,40.0,0.0
405,15,39.0,3,14,302.0,,120.0,100.0
405,15,39.0,3,14,311.0,,35.0,0.0
405,15,39.0,3,14,315.0,,20.0,318.0
405,15,39.0,3,15,304.0,,20.0,0.0
405,15,39.0,3,15,302.0,,150.0,0.0
405,15,39.0,3,15,318.0,,30.0,0.0
405,15,39.0,3,15,315.0,,20.0,0.0
405,15,39.0,3,15,310.0,,30.0,0.0
405,15,39.0,3,15,305.0,,30.0,0.0
405,15,39.0,3,15,309.0,,25.0,0.0
405,15,39.0,3,15,311.0,,50.0,0.0
405,15,39.0,3,15,308.0,,30.0,0.0
405,15,45.0,10,13,308.0,,200.0,0.0
405,15,45.0,10,13,313.0,,50.0,0.0
405,15,45.0,10,13,318.0,,120.0,0.0
