tinh,huyen,xa,diaban,hoso,m6ama,m6ama1,m6ac3,m6ac4a,m6ac4b,m6ac5,m6ac6,m6ac7
305,5,33.0,3,15,30.0,,1.0,0.0,2006.0,2000.0,500.0,100.0
305,5,33.0,3,15,10.0,,1.0,0.0,2003.0,9000.0,5000.0,100.0
305,5,33.0,3,15,6.0,,2.0,0.0,2006.0,2000.0,15000.0,100.0
305,5,33.0,3,15,5.0,,10.0,0.0,2006.0,17000.0,30000.0,100.0
305,5,33.0,3,15,9.0,,1.0,0.0,2003.0,8000.0,4000.0,100.0
305,5,33.0,3,15,29.0,,2.0,0.0,1998.0,600.0,200.0,100.0
305,7,1.0,5,13,20.0,,1.0,0.0,1989.0,18000.0,4000.0,100.0
305,7,1.0,5,14,,,,,,,,
305,7,1.0,5,19,48.0,,2.0,0.0,1991.0,5000.0,1500.0,100.0
305,7,1.0,5,19,56.0,,3.0,0.0,1991.0,2000.0,800.0,100.0
305,7,9.0,6,13,5.0,,1.0,0.0,2005.0,7000.0,9000.0,100.0
305,7,9.0,6,13,6.0,,1.0,0.0,2006.0,300.0,700.0,100.0
305,7,9.0,6,13,8.0,,1.0,0.0,2004.0,5000.0,3000.0,100.0
305,7,9.0,6,14,6.0,,1.0,0.0,2007.0,350.0,500.0,100.0
305,7,9.0,6,19,36.0,,1.0,0.0,2005.0,8000.0,5000.0,50.0
305,7,9.0,6,19,13.0,,1.0,0.0,2006.0,15000.0,10000.0,50.0
305,7,9.0,6,19,28.0,,1.0,0.0,2004.0,26000.0,20000.0,50.0
305,7,19.0,9,13,,,,,,,,
305,7,19.0,9,14,36.0,,1.0,0.0,2004.0,800.0,450.0,100.0
305,7,19.0,9,15,,,,,,,,
305,9,3.0,5,13,1.0,,1.0,0.0,1975.0,5000.0,50000.0,100.0
305,9,3.0,5,13,8.0,,1.0,0.0,2002.0,7000.0,5250.0,100.0
305,9,3.0,5,13,6.0,,1.0,0.0,2002.0,500.0,5000.0,100.0
305,9,3.0,5,14,1.0,,1.0,0.0,1987.0,500.0,30000.0,100.0
305,9,3.0,5,15,2.0,,1.0,0.0,1990.0,4000.0,3000.0,100.0
305,9,3.0,5,15,6.0,,1.0,0.0,2005.0,500.0,4000.0,100.0
305,9,3.0,5,15,1.0,,1.0,0.0,1985.0,2000.0,35000.0,100.0
305,9,3.0,5,15,5.0,,1.0,3.0,2008.0,5000.0,5000.0,100.0
305,9,3.0,5,15,8.0,,1.0,0.0,1998.0,2500.0,1600.0,100.0
305,9,13.0,1,13,1.0,,1.0,0.0,1998.0,500.0,60000.0,100.0
305,9,13.0,1,13,5.0,,5.0,0.0,2003.0,40000.0,70000.0,100.0
305,9,13.0,1,13,8.0,,1.0,0.0,2006.0,3000.0,2600.0,100.0
305,9,13.0,1,14,48.0,,1.0,0.0,2007.0,1000.0,800.0,100.0
305,9,13.0,1,14,62.0,,1.0,0.0,2007.0,1500.0,1300.0,100.0
305,9,13.0,1,19,1.0,,1.0,0.0,1987.0,300.0,40000.0,100.0
305,9,13.0,1,19,7.0,,1.0,0.0,2006.0,250.0,500.0,100.0
305,9,23.0,4,13,1.0,,1.0,0.0,1980.0,1500.0,30000.0,100.0
305,9,23.0,4,14,5.0,,1.0,0.0,1998.0,3000.0,10000.0,100.0
305,9,23.0,4,15,5.0,,1.0,0.0,2006.0,2300.0,7000.0,50.0
305,9,23.0,4,15,8.0,,1.0,0.0,2003.0,2600.0,2000.0,100.0
305,9,23.0,4,15,28.0,,1.0,0.0,2006.0,5000.0,4000.0,100.0
305,9,35.0,7,13,,,,,,,,
305,9,35.0,7,14,1.0,,1.0,0.0,2006.0,1500.0,10000.0,100.0
305,9,35.0,7,15,1.0,,1.0,0.0,1960.0,15000.0,150000.0,100.0
305,10,15.0,2,13,5.0,,1.0,0.0,1998.0,5000.0,7000.0,100.0
305,10,15.0,2,14,5.0,,1.0,0.0,2006.0,6000.0,7000.0,100.0
305,10,15.0,2,15,5.0,,1.0,0.0,1994.0,8000.0,7000.0,100.0
305,11,1.0,1,13,,,,,,,,
305,11,1.0,1,14,,,,,,,,
305,11,1.0,1,15,,,,,,,,
305,11,15.0,10,13,,,,,,,,
305,11,15.0,10,14,12.0,,1.0,2.0,2007.0,100.0,80.0,100.0
305,11,15.0,10,14,8.0,,1.0,9.0,2007.0,600.0,500.0,100.0
305,11,15.0,10,14,5.0,,2.0,0.0,1991.0,2800.0,7000.0,100.0
305,11,15.0,10,15,,,,,,,,
305,11,25.0,3,13,2.0,,1.0,0.0,2006.0,1300.0,1800.0,100.0
305,11,25.0,3,13,8.0,,1.0,11.0,2007.0,1500.0,1500.0,100.0
305,11,25.0,3,14,,,,,,,,
305,11,25.0,3,15,,,,,,,,
305,11,35.0,5,13,5.0,,1.0,0.0,2006.0,1000.0,1500.0,100.0
305,11,35.0,5,13,8.0,,1.0,0.0,1998.0,2000.0,800.0,100.0
305,11,35.0,5,13,5.0,,1.0,0.0,2001.0,2000.0,5000.0,100.0
305,11,35.0,5,14,5.0,,1.0,0.0,1980.0,1000.0,15000.0,100.0
305,11,35.0,5,15,,,,,,,,
305,11,47.0,1,13,,,,,,,,
305,11,47.0,1,14,5.0,,1.0,7.0,2007.0,7200.0,2800.0,100.0
305,11,47.0,1,15,5.0,,1.0,1.0,2008.0,2000.0,2800.0,100.0
305,11,59.0,1,13,,,,,,,,
305,11,59.0,1,14,14.0,,1.0,0.0,1994.0,6000.0,2000.0,100.0
305,11,59.0,1,15,8.0,,1.0,0.0,2001.0,1500.0,1000.0,100.0
305,11,69.0,4,13,6.0,,1.0,0.0,2006.0,160.0,1200.0,100.0
305,11,69.0,4,13,5.0,,2.0,0.0,2005.0,6000.0,16000.0,100.0
305,11,69.0,4,14,5.0,,1.0,4.0,2007.0,3900.0,5000.0,100.0
305,11,69.0,4,15,7.0,,1.0,0.0,2003.0,700.0,3000.0,100.0
305,11,69.0,4,15,5.0,,1.0,0.0,2006.0,1500.0,3000.0,100.0
305,11,69.0,4,15,5.0,,1.0,0.0,1999.0,3000.0,6000.0,100.0
305,11,69.0,4,15,62.0,,1.0,0.0,2006.0,1100.0,600.0,100.0
305,11,69.0,4,15,5.0,,1.0,0.0,2003.0,1500.0,5000.0,100.0
305,13,13.0,7,13,,,,,,,,
305,13,13.0,7,14,,,,,,,,
305,13,13.0,7,15,,,,,,,,
305,13,27.0,1,13,,,,,,,,
305,13,27.0,1,14,5.0,,1.0,0.0,2005.0,3000.0,3500.0,100.0
305,13,27.0,1,15,19.0,,1.0,0.0,2005.0,9000.0,7000.0,100.0
305,13,27.0,1,15,9.0,,1.0,0.0,2001.0,3000.0,2000.0,100.0
305,13,27.0,1,15,10.0,,1.0,0.0,2001.0,12000.0,8000.0,100.0
305,13,37.0,2,13,5.0,,1.0,0.0,2006.0,2500.0,10000.0,100.0
305,13,37.0,2,14,,,,,,,,
305,13,37.0,2,15,,,,,,,,
305,15,7.0,8,14,2.0,,1.0,0.0,2000.0,800.0,1500.0,100.0
305,15,7.0,8,14,5.0,,1.0,0.0,1999.0,2000.0,10000.0,100.0
305,15,7.0,8,15,5.0,,1.0,0.0,2006.0,4000.0,6000.0,100.0
305,15,7.0,8,19,8.0,,1.0,7.0,2008.0,2000.0,2000.0,100.0
305,15,7.0,8,19,6.0,,1.0,0.0,2006.0,650.0,2000.0,100.0
305,15,15.0,6,13,5.0,,1.0,0.0,2004.0,1000.0,11000.0,100.0
305,15,15.0,6,14,19.0,,1.0,0.0,2000.0,1100.0,500.0,100.0
305,15,15.0,6,14,8.0,,1.0,0.0,2006.0,800.0,600.0,100.0
305,15,15.0,6,14,28.0,,1.0,0.0,2003.0,1800.0,1200.0,100.0
305,15,15.0,6,15,10.0,,1.0,0.0,2004.0,7000.0,5000.0,100.0
305,15,15.0,6,15,8.0,,1.0,0.0,2002.0,1000.0,500.0,100.0
305,15,15.0,6,15,4.0,,1.0,0.0,2004.0,500.0,300.0,100.0
305,15,15.0,6,15,19.0,,1.0,0.0,2002.0,1500.0,1000.0,100.0
305,15,25.0,9,13,5.0,,1.0,10.0,2007.0,3000.0,4000.0,100.0
305,15,25.0,9,13,5.0,,1.0,0.0,2003.0,4000.0,5000.0,100.0
305,15,25.0,9,19,8.0,,1.0,0.0,1988.0,1500.0,3000.0,100.0
305,15,25.0,9,19,1.0,,1.0,0.0,2000.0,1500.0,6000.0,100.0
305,15,25.0,9,19,5.0,,1.0,0.0,1997.0,3000.0,9000.0,100.0
305,15,25.0,9,20,,,,,,,,
305,15,35.0,6,13,,,,,,,,
305,15,35.0,6,14,1.0,,1.0,0.0,2007.0,1500.0,15000.0,100.0
305,15,35.0,6,15,6.0,,1.0,0.0,2005.0,300.0,4000.0,100.0
305,15,35.0,6,15,7.0,,1.0,0.0,2007.0,500.0,3000.0,100.0
305,15,35.0,6,15,5.0,,1.0,4.0,2007.0,4000.0,6000.0,100.0
305,15,35.0,6,15,8.0,,1.0,0.0,1999.0,2000.0,3000.0,100.0
305,15,47.0,3,13,5.0,,2.0,0.0,2006.0,5000.0,8000.0,100.0
305,15,47.0,3,13,6.0,,1.0,2.0,2007.0,1200.0,1500.0,100.0
305,15,47.0,3,14,9.0,,1.0,0.0,2004.0,1800.0,900.0,100.0
305,15,47.0,3,14,5.0,,2.0,0.0,2004.0,6000.0,10000.0,100.0
305,15,47.0,3,14,5.0,,1.0,12.0,2007.0,3700.0,5000.0,100.0
305,15,47.0,3,14,2.0,,1.0,0.0,1998.0,300.0,600.0,100.0
305,15,47.0,3,15,7.0,,10.0,0.0,2006.0,-1.0,1000.0,100.0
305,15,47.0,3,15,8.0,,1.0,5.0,2008.0,4000.0,4000.0,100.0
305,15,47.0,3,15,5.0,,1.0,0.0,2000.0,3600.0,7000.0,100.0
305,15,47.0,3,15,5.0,,1.0,0.0,2002.0,3000.0,8000.0,100.0
305,15,47.0,3,15,6.0,,1.0,0.0,2006.0,500.0,1000.0,100.0
305,15,57.0,8,13,5.0,,3.0,0.0,2005.0,10000.0,15000.0,100.0
305,15,57.0,8,13,8.0,,1.0,0.0,2000.0,4000.0,500.0,100.0
305,15,57.0,8,13,18.0,,1.0,0.0,2005.0,4000.0,2000.0,100.0
305,15,57.0,8,13,5.0,,1.0,5.0,2007.0,8000.0,8000.0,100.0
305,15,57.0,8,13,19.0,,1.0,0.0,2005.0,10000.0,5000.0,100.0
305,15,57.0,8,13,6.0,,1.0,0.0,2005.0,3000.0,4000.0,100.0
305,15,57.0,8,13,7.0,,7.0,0.0,2002.0,-1.0,700.0,100.0
305,15,57.0,8,14,5.0,,1.0,0.0,2004.0,7000.0,15000.0,100.0
305,15,57.0,8,14,6.0,,2.0,0.0,2006.0,600.0,3000.0,100.0
305,15,57.0,8,14,8.0,,1.0,0.0,1990.0,4000.0,3000.0,100.0
305,15,57.0,8,14,11.0,,1.0,3.0,2008.0,10000.0,9500.0,100.0
305,15,57.0,8,15,8.0,,1.0,0.0,2004.0,1000.0,600.0,100.0
305,17,1.0,3,13,,,,,,,,
305,17,1.0,3,14,,,,,,,,
305,17,1.0,3,15,,,,,,,,
305,17,11.0,5,13,,,,,,,,
305,17,11.0,5,14,5.0,,1.0,0.0,1998.0,1800.0,12000.0,100.0
305,17,11.0,5,14,8.0,,1.0,0.0,2004.0,1500.0,1000.0,100.0
305,17,11.0,5,15,,,,,,,,
305,17,23.0,1,13,6.0,,1.0,0.0,2006.0,1200.0,3500.0,100.0
305,17,23.0,1,13,8.0,,1.0,0.0,2002.0,3000.0,600.0,100.0
305,17,23.0,1,13,5.0,,1.0,0.0,1994.0,1700.0,7000.0,100.0
305,17,23.0,1,13,22.0,,1.0,0.0,2001.0,700.0,200.0,100.0
305,17,23.0,1,14,,,,,,,,
305,17,23.0,1,15,22.0,,1.0,0.0,2005.0,520.0,300.0,100.0
305,17,23.0,1,15,5.0,,1.0,0.0,2000.0,9000.0,12000.0,100.0
305,17,23.0,1,15,8.0,,1.0,0.0,2006.0,1000.0,700.0,100.0
305,17,23.0,1,15,6.0,,1.0,0.0,2006.0,320.0,1200.0,100.0
305,19,9.0,5,13,,,,,,,,
305,19,9.0,5,14,22.0,,1.0,0.0,2002.0,500.0,400.0,100.0
305,19,9.0,5,14,19.0,,1.0,0.0,2002.0,7000.0,5000.0,100.0
305,19,9.0,5,14,8.0,,1.0,0.0,1999.0,800.0,700.0,100.0
305,19,9.0,5,15,22.0,,1.0,0.0,2004.0,1500.0,1000.0,100.0
305,19,9.0,5,15,5.0,,3.0,0.0,1991.0,3000.0,20000.0,100.0
305,19,9.0,5,15,8.0,,1.0,11.0,2007.0,4000.0,4000.0,100.0
305,19,17.0,6,13,19.0,,1.0,0.0,2005.0,16000.0,12000.0,100.0
305,19,17.0,6,13,8.0,,1.0,0.0,2000.0,8000.0,8000.0,100.0
305,19,17.0,6,13,6.0,,1.0,4.0,2007.0,760.0,2000.0,100.0
305,19,17.0,6,14,6.0,,1.0,0.0,2000.0,500.0,2000.0,100.0
305,19,17.0,6,14,22.0,,1.0,0.0,1998.0,1000.0,500.0,100.0
305,19,17.0,6,14,8.0,,1.0,0.0,1998.0,8000.0,8000.0,100.0
305,19,17.0,6,14,5.0,,1.0,0.0,1995.0,2500.0,12000.0,100.0
305,19,17.0,6,15,6.0,,1.0,0.0,2004.0,400.0,2000.0,100.0
305,19,17.0,6,15,8.0,,1.0,0.0,2000.0,3000.0,2000.0,100.0
305,19,17.0,6,15,22.0,,1.0,0.0,2000.0,500.0,200.0,100.0
305,19,17.0,6,15,5.0,,1.0,0.0,2004.0,4000.0,11000.0,100.0
401,1,3.0,3,13,,,,,,,,
401,1,3.0,3,14,,,,,,,,
401,1,3.0,3,15,8.0,,1.0,0.0,2003.0,500.0,500.0,100.0
401,1,9.0,13,20,13.0,,1.0,0.0,2000.0,100000.0,80000.0,100.0
401,1,9.0,13,21,,,,,,,,
401,1,9.0,13,25,,,,,,,,
401,1,15.0,13,13,48.0,,1.0,0.0,2000.0,4000.0,3000.0,100.0
401,1,15.0,13,13,56.0,,1.0,0.0,1995.0,500.0,200.0,100.0
401,1,15.0,13,13,48.0,,1.0,0.0,2000.0,3500.0,2000.0,100.0
401,1,15.0,13,14,,,,,,,,
401,1,15.0,13,15,,,,,,,,
401,1,27.0,12,13,,,,,,,,
401,1,27.0,12,14,,,,,,,,
401,1,27.0,12,19,,,,,,,,
401,3,3.0,9,13,14.0,,1.0,0.0,1996.0,25000.0,12000.0,100.0
401,3,3.0,9,14,14.0,,1.0,0.0,2006.0,20000.0,16670.0,100.0
401,3,3.0,9,19,,,,,,,,
401,3,9.0,12,13,,,,,,,,
401,3,9.0,12,14,29.0,,1.0,0.0,2005.0,500.0,250.0,100.0
401,3,9.0,12,14,21.0,,1.0,10.0,2006.0,500.0,400.0,100.0
401,3,9.0,12,14,6.0,,1.0,0.0,2004.0,240.0,1800.0,100.0
401,3,9.0,12,14,2.0,,1.0,0.0,1998.0,1200.0,300.0,100.0
401,3,9.0,12,14,8.0,,1.0,0.0,1997.0,2000.0,800.0,100.0
401,3,9.0,12,15,8.0,,1.0,0.0,2004.0,1500.0,500.0,100.0
401,5,1.0,3,13,,,,,,,,
401,5,1.0,3,14,28.0,,1.0,0.0,2000.0,2000.0,1000.0,100.0
401,5,1.0,3,14,33.0,,1.0,0.0,2001.0,1200.0,500.0,100.0
401,5,1.0,3,15,25.0,,1.0,4.0,2008.0,2000.0,1950.0,100.0
401,5,1.0,3,15,26.0,,1.0,0.0,2004.0,3200.0,2200.0,100.0
401,5,1.0,3,15,14.0,,1.0,0.0,2004.0,7000.0,4500.0,100.0
401,5,1.0,3,15,21.0,,1.0,0.0,2002.0,1100.0,450.0,100.0
401,5,5.0,7,13,14.0,,1.0,0.0,2005.0,9500.0,8600.0,100.0
401,5,5.0,7,14,37.0,,1.0,0.0,2004.0,120000.0,80000.0,100.0
401,5,5.0,7,14,23.0,,1.0,0.0,1991.0,1502000.0,536000.0,100.0
401,5,5.0,7,15,23.0,,1.0,0.0,2005.0,270000.0,200000.0,100.0
401,5,5.0,7,15,37.0,,1.0,0.0,1998.0,100000.0,60000.0,100.0
401,9,33.0,6,13,5.0,,1.0,0.0,2003.0,6000.0,12000.0,100.0
401,9,33.0,6,14,5.0,,1.0,0.0,2002.0,6500.0,12000.0,100.0
401,9,33.0,6,15,,,,,,,,
401,11,13.0,8,13,2.0,,1.0,0.0,1992.0,1000.0,5000.0,100.0
401,11,13.0,8,13,5.0,,1.0,0.0,2002.0,6000.0,9000.0,100.0
401,11,13.0,8,13,4.0,,1.0,0.0,1999.0,30000.0,80000.0,100.0
401,11,13.0,8,13,6.0,,1.0,0.0,2007.0,1200.0,2500.0,100.0
401,11,13.0,8,13,5.0,,1.0,0.0,2006.0,5000.0,7000.0,100.0
401,11,13.0,8,14,5.0,,1.0,0.0,2006.0,4500.0,6000.0,100.0
401,11,13.0,8,15,5.0,,3.0,0.0,2001.0,9000.0,16000.0,100.0
401,11,13.0,8,15,4.0,,1.0,0.0,1992.0,3000.0,2000.0,100.0
401,11,13.0,8,15,2.0,,1.0,0.0,1992.0,1200.0,5000.0,100.0
401,13,7.0,2,13,,,,,,,,
401,13,7.0,2,14,,,,,,,,
401,13,7.0,2,15,2.0,,2.0,4.0,2007.0,750.0,520.0,100.0
401,13,31.0,8,13,2.0,,1.0,0.0,1986.0,100.0,1000.0,100.0
401,13,31.0,8,13,5.0,,1.0,0.0,1986.0,800.0,12000.0,100.0
401,13,31.0,8,13,1.0,,1.0,0.0,1998.0,3000.0,35000.0,100.0
401,13,31.0,8,14,5.0,,1.0,0.0,2005.0,3000.0,5000.0,100.0
401,13,31.0,8,14,2.0,,1.0,0.0,1995.0,150.0,2000.0,100.0
401,13,31.0,8,15,12.0,,1.0,0.0,2007.0,1200.0,800.0,100.0
401,13,31.0,8,15,2.0,,1.0,0.0,1976.0,150.0,2000.0,100.0
401,13,31.0,8,15,8.0,,1.0,0.0,2002.0,500.0,100.0,100.0
401,13,31.0,8,15,5.0,,2.0,0.0,2005.0,8000.0,10000.0,100.0
401,13,31.0,8,15,8.0,,1.0,12.0,2007.0,800.0,400.0,100.0
401,15,1.0,7,13,,,,,,,,
401,15,1.0,7,14,,,,,,,,
401,15,1.0,7,15,22.0,,1.0,0.0,2005.0,1000.0,700.0,100.0
401,15,7.0,8,13,5.0,,1.0,5.0,2007.0,5500.0,4950.0,100.0
401,15,7.0,8,13,8.0,,1.0,0.0,2003.0,800.0,400.0,100.0
401,15,7.0,8,14,8.0,,1.0,0.0,1997.0,3000.0,1000.0,100.0
401,15,7.0,8,15,8.0,,1.0,0.0,2003.0,1700.0,1000.0,100.0
401,15,7.0,8,15,22.0,,1.0,0.0,2003.0,1900.0,1000.0,100.0
401,15,7.0,8,15,5.0,,1.0,0.0,2003.0,5500.0,4000.0,100.0
401,15,23.0,4,14,,,,,,,,
401,15,23.0,4,19,,,,,,,,
401,15,23.0,4,20,,,,,,,,
401,15,39.0,18,13,,,,,,,,
401,15,39.0,18,14,6.0,,1.0,0.0,2002.0,500.0,1600.0,100.0
401,15,39.0,18,14,22.0,,1.0,0.0,2005.0,800.0,400.0,100.0
401,15,39.0,18,14,5.0,,1.0,0.0,2005.0,7000.0,7500.0,100.0
401,15,39.0,18,14,8.0,,1.0,0.0,2000.0,3500.0,1800.0,100.0
401,15,39.0,18,15,22.0,,1.0,0.0,2002.0,600.0,200.0,100.0
401,15,39.0,18,15,8.0,,1.0,0.0,2000.0,3000.0,1000.0,100.0
401,15,39.0,18,15,5.0,,1.0,0.0,2002.0,3000.0,6000.0,100.0
401,15,39.0,18,15,6.0,,1.0,0.0,2003.0,500.0,1500.0,100.0
401,19,9.0,3,13,1.0,,1.0,10.0,1999.0,10000.0,160000.0,100.0
401,19,9.0,3,13,5.0,,1.0,2.0,2005.0,5000.0,7000.0,100.0
401,19,9.0,3,14,39.0,,1.0,0.0,2006.0,10000.0,7000.0,50.0
401,19,9.0,3,14,8.0,,1.0,0.0,2000.0,2000.0,500.0,100.0
401,19,9.0,3,14,16.0,,1.0,4.0,2008.0,110000.0,110000.0,50.0
401,19,9.0,3,15,5.0,,2.0,0.0,2004.0,16000.0,14000.0,100.0
401,19,27.0,4,13,5.0,,1.0,0.0,2006.0,4500.0,8000.0,100.0
401,19,27.0,4,13,8.0,,1.0,0.0,2006.0,1500.0,1000.0,100.0
401,19,27.0,4,14,2.0,,1.0,0.0,1993.0,4000.0,5000.0,100.0
401,19,27.0,4,14,8.0,,1.0,0.0,2006.0,5000.0,5000.0,100.0
401,19,27.0,4,15,22.0,,1.0,7.0,2007.0,1200.0,1200.0,100.0
401,19,27.0,4,15,8.0,,1.0,0.0,2001.0,1500.0,1000.0,100.0
401,19,27.0,4,15,5.0,,1.0,0.0,2001.0,4000.0,7000.0,100.0
401,19,45.0,11,13,8.0,,1.0,0.0,2000.0,2000.0,1000.0,100.0
401,19,45.0,11,13,5.0,,1.0,0.0,2005.0,1800.0,6000.0,100.0
401,19,45.0,11,15,19.0,,1.0,4.0,2008.0,20000.0,20000.0,50.0
401,19,45.0,11,20,,,,,,,,
401,21,1.0,4,13,,,,,,,,
401,21,1.0,4,14,13.0,,1.0,0.0,2004.0,20000.0,14900.0,100.0
401,21,1.0,4,14,26.0,,1.0,0.0,2001.0,1200.0,300.0,100.0
401,21,1.0,4,15,13.0,,1.0,0.0,2005.0,30000.0,23000.0,100.0
401,21,1.0,4,15,28.0,,1.0,0.0,2001.0,16000.0,8000.0,100.0
401,21,11.0,8,13,8.0,,1.0,0.0,2007.0,2000.0,1700.0,100.0
401,21,11.0,8,13,5.0,,1.0,0.0,1997.0,1000.0,10000.0,100.0
401,21,11.0,8,13,5.0,,2.0,10.0,2007.0,7000.0,9000.0,100.0
401,21,11.0,8,13,2.0,,1.0,0.0,1988.0,4000.0,13000.0,100.0
401,21,11.0,8,13,5.0,,1.0,0.0,2004.0,2300.0,8000.0,100.0
401,21,11.0,8,14,8.0,,1.0,0.0,2005.0,1000.0,650.0,100.0
401,21,11.0,8,14,6.0,,1.0,0.0,2007.0,200.0,1000.0,100.0
401,21,11.0,8,14,5.0,,1.0,0.0,2005.0,4000.0,6000.0,100.0
401,21,11.0,8,14,2.0,,1.0,0.0,1985.0,200.0,3000.0,100.0
401,21,11.0,8,15,5.0,,1.0,0.0,2004.0,3500.0,8500.0,100.0
401,21,11.0,8,15,6.0,,1.0,0.0,2005.0,250.0,3000.0,100.0
401,21,11.0,8,15,8.0,,1.0,5.0,2007.0,1000.0,900.0,100.0
401,21,11.0,8,15,2.0,,1.0,0.0,1994.0,1000.0,2000.0,100.0
401,21,29.0,12,13,11.0,,1.0,0.0,2000.0,780.0,500.0,100.0
401,21,29.0,12,13,5.0,,1.0,0.0,2003.0,2000.0,8000.0,100.0
401,21,29.0,12,13,5.0,,1.0,5.0,2007.0,2000.0,6000.0,100.0
401,21,29.0,12,13,8.0,,1.0,5.0,2007.0,4500.0,4000.0,100.0
401,21,29.0,12,13,22.0,,1.0,0.0,2003.0,750.0,350.0,100.0
401,21,29.0,12,13,5.0,,1.0,0.0,2001.0,5400.0,8000.0,100.0
401,21,29.0,12,15,8.0,,1.0,0.0,2006.0,3500.0,2300.0,100.0
401,21,29.0,12,15,5.0,,1.0,0.0,2007.0,6000.0,8000.0,100.0
401,21,29.0,12,19,6.0,,2.0,0.0,2006.0,2400.0,10000.0,100.0
401,21,29.0,12,19,25.0,,1.0,0.0,2004.0,8000.0,5000.0,100.0
401,21,29.0,12,19,1.0,,1.0,0.0,1999.0,4000.0,50000.0,100.0
401,21,29.0,12,19,5.0,,5.0,0.0,1998.0,10000.0,45000.0,100.0
401,21,29.0,12,19,8.0,,1.0,0.0,2005.0,8000.0,5000.0,100.0
401,21,45.0,15,13,5.0,,1.0,0.0,2002.0,2000.0,9500.0,100.0
401,21,45.0,15,13,22.0,,1.0,0.0,1992.0,1200.0,500.0,100.0
401,21,45.0,15,13,8.0,,1.0,0.0,2000.0,1800.0,800.0,100.0
401,21,45.0,15,13,5.0,,3.0,0.0,2001.0,2000.0,18500.0,100.0
401,21,45.0,15,14,5.0,,1.0,0.0,2001.0,3000.0,1200.0,100.0
401,21,45.0,15,14,2.0,,1.0,0.0,1970.0,100.0,500.0,100.0
401,21,45.0,15,14,8.0,,1.0,0.0,2003.0,1500.0,600.0,100.0
401,21,45.0,15,15,5.0,,1.0,3.0,2007.0,3500.0,8000.0,100.0
401,21,45.0,15,15,8.0,,1.0,0.0,2004.0,1000.0,450.0,100.0
401,23,23.0,3,13,5.0,,1.0,0.0,2004.0,2500.0,12000.0,100.0
401,23,23.0,3,14,5.0,,1.0,0.0,2002.0,2500.0,10500.0,100.0
401,23,23.0,3,19,5.0,,1.0,0.0,2005.0,2000.0,11000.0,100.0
401,25,9.0,8,13,,,,,,,,
401,25,9.0,8,14,,,,,,,,
401,25,9.0,8,15,,,,,,,,
401,27,7.0,5,13,,,,,,,,
401,27,7.0,5,14,2.0,,1.0,0.0,1994.0,2000.0,3500.0,100.0
401,27,7.0,5,15,2.0,,1.0,0.0,1986.0,2000.0,2000.0,100.0
401,27,23.0,11,13,2.0,,1.0,8.0,1990.0,3000.0,5000.0,100.0
401,27,23.0,11,13,8.0,,1.0,2.0,2005.0,3500.0,2000.0,100.0
401,27,23.0,11,13,19.0,,1.0,1.0,2006.0,5000.0,3500.0,100.0
401,27,23.0,11,13,5.0,,1.0,4.0,2003.0,4000.0,10000.0,100.0
401,27,23.0,11,14,2.0,,1.0,0.0,1994.0,3000.0,3500.0,100.0
401,27,23.0,11,15,5.0,,1.0,0.0,1999.0,1000.0,2000.0,100.0
401,27,23.0,11,15,2.0,,1.0,0.0,1980.0,5000.0,3000.0,100.0
401,29,9.0,4,13,,,,,,,,
401,29,9.0,4,14,5.0,,1.0,0.0,1998.0,2300.0,8000.0,100.0
401,29,9.0,4,14,8.0,,1.0,0.0,1995.0,1500.0,900.0,100.0
401,29,9.0,4,14,22.0,,1.0,0.0,2003.0,1000.0,666.0,100.0
401,29,9.0,4,14,11.0,,1.0,0.0,2004.0,1000.0,666.0,100.0
401,29,9.0,4,15,8.0,,1.0,0.0,1996.0,3000.0,1560.0,100.0
401,29,9.0,4,15,5.0,,1.0,0.0,2002.0,2500.0,8000.0,100.0
401,29,9.0,4,15,6.0,,1.0,0.0,2000.0,630.0,3000.0,100.0
401,29,23.0,5,13,22.0,,1.0,0.0,2000.0,1400.0,1000.0,100.0
401,29,23.0,5,13,5.0,,1.0,0.0,2002.0,8000.0,10000.0,100.0
401,29,23.0,5,13,11.0,,1.0,0.0,1995.0,300.0,250.0,100.0
401,29,23.0,5,13,8.0,,1.0,0.0,1995.0,1200.0,500.0,100.0
401,29,23.0,5,14,11.0,,1.0,0.0,1996.0,400.0,150.0,100.0
401,29,23.0,5,14,8.0,,1.0,0.0,1996.0,2000.0,1000.0,100.0
401,29,23.0,5,15,,,,,,,,
401,31,5.0,10,13,,,,,,,,
401,31,5.0,10,14,2.0,,1.0,0.0,1999.0,4000.0,2000.0,100.0
401,31,5.0,10,15,6.0,,1.0,0.0,2006.0,3000.0,1800.0,100.0
401,31,5.0,10,15,8.0,,1.0,0.0,2006.0,800.0,250.0,100.0
401,31,25.0,3,13,,,,,,,,
401,31,25.0,3,14,20.0,,1.0,0.0,2005.0,12000.0,9000.0,100.0
401,31,25.0,3,15,1.0,,1.0,0.0,1998.0,200.0,4000.0,100.0
401,31,39.0,8,13,8.0,,1.0,0.0,2000.0,3500.0,2000.0,100.0
401,31,39.0,8,14,,,,,,,,
401,31,39.0,8,15,,,,,,,,
401,33,7.0,2,13,,,,,,,,
401,33,7.0,2,14,8.0,,1.0,0.0,1999.0,2700.0,1500.0,100.0
